施設名,施設郵便,施設住所,法人・団体名,施設番号,許可日,当初許可日,業種,種目主,種目従,満了日,条件1,条件2,条件3,条件4
ホテルボストンプラザ草津　宴会厨房,525-0037,草津市西大路町１－２７　ホテルボストンプラザ草津３Ｆ，１２Ｆ,南興業株式会社,204955101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
オールデイダイニング　リバティー,525-0037,草津市西大路町１－２７　ホテルボストンプラザ草津１Ｆ,南興業株式会社,204956101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
オールデイダイニング　リバティー,525-0037,草津市西大路町１－２７　ホテルボストンプラザ草津１Ｆ,南興業株式会社,204956111,R03/08/31,R03/08/31,※菓子製造業,菓子製造,パン製造,R11/02/28,,,,
ＪＦＫラウンジ,525-0037,草津市西大路町１－２７　ホテルボストンプラザ草津２Ｆ,南興業株式会社,204957101,R07/03/01,R07/03/01,※飲食店営業,簡易な営業,,R13/02/28,簡易な営業に限る,,,
酒楽　國政,520-3012,栗東市岡２３１,,204964101,R07/11/01,R07/11/01,※飲食店営業,一般食堂,,R12/10/31,,,,
レーク滋賀農業協同組合　野洲支店,520-2331,野洲市小篠原２１４２－３　２Ｆ　調理室,レーク滋賀農業協同組合,204971101,R03/07/01,R03/07/01,※飲食店営業,仕出し屋,"弁当屋,一般食堂",R09/06/30,,,,
レーク滋賀農業協同組合　野洲支店,520-2331,野洲市小篠原２１４２－３　２Ｆ　調理室,レーク滋賀農業協同組合,204971111,R03/07/01,R03/07/01,※菓子製造業,菓子製造,,R09/06/30,,,,
株式会社魚伊,524-0015,守山市矢島町９７８－３,株式会社魚伊,204973101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,"仕出し屋,弁当屋",R09/10/31,,,,
株式会社　北陸,524-0022,守山市守山六丁目８－６,株式会社北陸,205014101,R04/11/01,R04/11/01,※飲食店営業,一般食堂,"仕出し屋,弁当屋",R11/10/31,,,,
魚民,525-0037,草津市西大路町１－２７　ホテルボストンプラザ草津　地下１階,株式会社モンテローザフーズ,205021101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,そうざい,R14/02/29,,,,
東テスティパル（ＪＮＣ(株)食堂）,524-0001,守山市川田町２３０,株式会社東テスティパル,205053101,R04/11/01,R04/11/01,※飲食店営業,給食,,R11/10/31,,,,
レストラン　にほの湖,525-0001,草津市下物町１０９１県立琵琶湖博物館内,株式会社南洋軒,205066101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,弁当屋,R14/02/29,,,,
餃子の王将　守山北店,524-0015,守山市矢島町１８７,株式会社王将フードサービス,205092101,R05/11/01,R05/11/01,※飲食店営業,一般食堂,"そうざい,弁当屋",R11/10/31,,,,
藤亀商店,525-0005,草津市志那町９５２,,205096116,R07/03/01,R07/03/01,※水産製品製造業,その他水産製品製造,,R13/02/28,,,,
不知火,520-3015,栗東市安養寺五丁目１１－４,,205133101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,仕出し屋,R09/10/31,,,,
開化亭,520-3024,栗東市小柿三丁目５－３,,205149101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,,R09/10/31,,,,
イタリア家庭料理　ＤＡＳＯＬＯ,520-3044,栗東市伊勢落６３３－５８,,205198101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,,R09/10/31,,,,
サルティンボッカ,525-0055,草津市野路一丁目１２－２８　ウイング南草津１Ｆ,,205236101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,"弁当屋,そうざい",R14/02/29,,,,
時代屋,520-2331,野洲市小篠原２１３１,,205247101,R03/07/01,R03/07/01,※飲食店営業,一般食堂,,R09/06/30,,,,
一番　元町店,524-0021,守山市吉身三丁目１４－３５,株式会社店舗事業センター,205277101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,,R09/10/31,,,,
地酒・一品料理　せかんどはうす,520-2361,野洲市北野一丁目９－９,有限会社眞功,205308101,R03/07/01,R03/07/01,※飲食店営業,一般食堂,仕出し屋,R09/06/30,,,,
わらべや関西株式会社　滋賀工場,520-2342,野洲市野洲１６７９－１,わらべや関西株式会社,205318126,R04/05/13,R04/05/13,※複合型そうざい製造業,菓子製造（複合型そうざい製造業）,,R11/06/30,,,,
ター坊,524-0041,守山市勝部二丁目６－２５,,205351101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,,R09/10/31,,,,
ケンタッキーフライドチキン　栗東店,520-3045,栗東市高野１９４－１,株式会社シー・オー・エム,205367101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,,R09/10/31,,,,
近鉄草津店「西浅」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205382101,R08/03/01,R08/03/01,※飲食店営業,弁当屋,そうざい,R15/02/28,,,,
近鉄草津店「西浅」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205382104,R08/03/01,R08/03/01,※魚介類販売業,鮮魚介類の処理,生食魚処,R15/02/28,,,,
近鉄草津店「えんや」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205383101,R08/03/01,R08/03/01,※飲食店営業,そうざい屋,弁当屋,R15/02/28,,,,
近鉄草津店「えんや」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205383103,R08/03/01,R08/03/01,※食肉販売業,獣肉販売,鳥肉販売,R15/02/28,とさつ・解体をしないこと,,,
近鉄草津店「肉の匠いとう」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205384101,R08/03/01,R08/03/01,※飲食店営業,そうざい屋,弁当屋,R15/02/28,,,,
近鉄草津店「肉の匠いとう」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205384103,R08/03/01,R08/03/01,※食肉販売業,獣肉販売,鳥肉販売,R15/02/28,とさつ・解体をしないこと,,,
近鉄草津店「日本一」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205385101,R08/03/01,R08/03/01,※飲食店営業,そうざい屋,,R15/02/28,,,,
近鉄草津店「日本一」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205385103,R08/03/01,R08/03/01,※食肉販売業,鳥肉販売,,R15/02/28,とさつ・解体をしないこと,,,
近鉄草津店「米八」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205386101,R08/03/01,R08/03/01,※飲食店営業,そうざい屋,弁当屋,R15/02/28,,,,
近鉄草津店「味菜魚２」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205387101,R08/03/01,R08/03/01,※飲食店営業,そうざい屋,弁当屋,R15/02/28,,,,
近鉄草津店「かつくら」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205388101,R08/03/01,R08/03/01,※飲食店営業,そうざい屋,弁当屋,R15/02/28,,,,
近鉄草津店「まつおか本厨房」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205390101,R08/03/01,R08/03/01,※飲食店営業,そうざい屋,弁当屋,R15/02/28,,,,
近鉄草津店「まつおか本厨房」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205390103,R08/03/01,R08/03/01,※食肉販売業,獣肉販売,鳥肉販売,R15/02/28,とさつ・解体をしないこと,,,
近鉄草津店「ドンク」,525-8515,草津市渋川一丁目１－５０　１Ｆ,株式会社近鉄百貨店,205402111,R08/03/01,R08/03/01,※菓子製造業,パン製造,"調理パン,菓子製造",R15/02/28,,,,
近鉄草津店「ミラノ亭」,525-8515,草津市渋川一丁目１－５０　５Ｆ,株式会社近鉄百貨店,205404101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,"弁当屋,そうざい",R15/02/28,,,,
近鉄草津店「華かるた」,525-8515,草津市渋川一丁目１－５０　５Ｆ,株式会社近鉄百貨店,205406101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,,R15/02/28,,,,
近鉄草津店「かつくら」,525-8515,草津市渋川一丁目１－５０　５Ｆ,株式会社近鉄百貨店,205407101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,"弁当屋,そうざい",R15/02/28,,,,
近鉄草津店「牛ノ福」,525-8515,草津市渋川一丁目１－５０　５Ｆ,株式会社近鉄百貨店,205411101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,,R14/02/29,,,,
近鉄草津店「杵屋」,525-8515,草津市渋川一丁目１－５０　５Ｆ,株式会社近鉄百貨店,205412101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,,R14/02/29,,,,
近鉄草津店「珈琲館」,525-8515,草津市渋川一丁目１－５０　３Ｆ,株式会社近鉄百貨店,205413101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,,R15/02/28,,,,
近鉄草津店「逸京茶寮」,525-8515,草津市渋川一丁目１－５０　２Ｆ,株式会社近鉄百貨店,205414101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,,R15/02/28,,,,
マクドナルド　追分フレンドマート店,525-0048,草津市追分南一丁目２－３４フレンドマート１階,株式会社トラスト,205467101,R06/03/01,R06/03/01,※飲食店営業,一般食堂,"弁当屋,そうざい",R12/02/28,,,,
平和堂フレンドマート追分店,525-0048,草津市追分南一丁目２－３４,株式会社平和堂,205471101,R07/03/01,R07/03/01,※飲食店営業,そうざい屋,"弁当屋,仕出し屋",R14/02/29,,,,
平和堂フレンドマート追分店,525-0048,草津市追分南一丁目２－３４,株式会社平和堂,205471103,R07/03/01,R07/03/01,※食肉販売業,獣肉販売,鳥肉販売,R14/02/29,とさつ・解体をしないこと,,,
平和堂フレンドマート追分店,525-0048,草津市追分南一丁目２－３４,株式会社平和堂,205471104,R07/03/01,R07/03/01,※魚介類販売業,鮮魚介類の処理,生食魚処,R14/02/29,,,,
サガミ　草津店,525-0051,草津市木川町３４７,サガミレストランツ株式会社,205493101,R04/03/01,R04/03/01,※飲食店営業,一般食堂,弁当屋,R10/02/29,,,,
カレーハウスＣｏＣｏ壱番屋　草津野路店,525-0059,草津市野路五丁目２－４３,株式会社アドバンス,205519101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R14/02/29,,,,
グリル　さわい,520-3031,栗東市綣三丁目８－２３グレーシー栗東セレージュ１０３,,205533101,R04/11/01,R04/11/01,※飲食店営業,一般食堂,,R10/10/31,,,,
リンクスクエア　カフェテリア,525-0058,草津市野路東一丁目１－１,立命館生活協同組合,205537101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,,R15/02/28,,,,
リンクスクエア　カフェテリア,525-0058,草津市野路東一丁目１－１,立命館生活協同組合,205537125,R08/02/16,R08/02/16,※そうざい製造業,弁当製造,,R15/02/28,,,,
喫茶　フルール,525-0047,草津市追分二丁目１７－１,,205650101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,,R11/02/28,,,,
喫茶　フルール,525-0047,草津市追分二丁目１７－１,,205650111,R06/03/01,R06/03/01,※菓子製造業,菓子製造,,R12/02/28,,,,
ホテル　ファイン琵琶湖Ⅰ,524-0102,守山市水保町２８９１－１９・２０,株式会社クローバー開発,205656101,R04/11/01,R04/11/01,※飲食店営業,簡易な営業,,R10/10/31,簡易な営業に限る,,,
馳走屋ぜんべさん,524-0043,守山市二町町２１６－６,,205657101,R04/11/01,R04/11/01,※飲食店営業,一般食堂,,R10/10/31,,,,
野田長,520-2421,野洲市野田１６６０－２,,205679101,R04/07/01,R04/07/01,※飲食店営業,仕出し屋,,R10/06/30,,,,
野田長,520-2421,野洲市野田１６６０－２,,205679125,R04/07/01,R04/07/01,※そうざい製造業,そうざい製造,,R10/06/30,,,,
有限会社魚清商店,524-0104,守山市木浜町１６３－６,有限会社魚清商店,205739116,R05/11/01,R05/11/01,※水産製品製造業,その他水産製品製造,,R11/10/31,,,,
ヤキトリ大吉　草津店,525-0028,草津市上笠二丁目６－１７,,205757101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,,R11/02/28,,,,
居酒屋　政,525-0021,草津市川原四丁目７－５,,205759101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,,R11/02/28,,,,
炎炉牛肉　とくしま,520-2331,野洲市小篠原２１０１－２　風異音素ビル１Ｆ,株式会社とくしま,205764101,R06/07/01,R06/07/01,※飲食店営業,一般食堂,弁当屋,R12/06/30,,,,
ＷＩＮＥ＆ＤＩＮＥ,524-0022,守山市守山一丁目１－１０,,205768101,R04/11/01,R04/11/01,※飲食店営業,一般食堂,,R10/10/31,,,,
オモニの味,525-0059,草津市野路二丁目２４－８,,205805101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,そうざい,R11/02/28,,,,
もんぺおばさん,520-3001,栗東市東坂２３１－１,,205813111,R04/11/01,R04/11/01,※菓子製造業,菓子製造,パン製造,R10/10/31,,,,
もんぺおばさん,520-3001,栗東市東坂２３１－１,,205813125,R05/12/08,R05/12/08,※そうざい製造業,そうざい製造,,R11/10/31,,,,
有限会社アキヤマ,525-0027,草津市野村二丁目１１－２３,有限会社アキヤマ,205831111,R07/03/01,R07/03/01,※菓子製造業,菓子製造,,R14/02/29,,,,
蔵志季,520-3014,栗東市川辺３０１－２,,205832101,R04/11/01,R04/11/01,※飲食店営業,一般食堂,,R10/10/31,,,,
滋賀びわ湖漁業協同組合　山田支所,525-0061,草津市北山田町３１３０,滋賀びわ湖漁業協同組合,205853116,R06/03/01,R06/03/01,※水産製品製造業,その他水産製品製造,,R13/02/28,,,,
ぶんぶん,525-0047,草津市追分二丁目１６－２３,,205860101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,,R11/02/28,,,,
京そば処志乃崎エイスクエア草津西店,525-0025,草津市西渋川一丁目１８－３９,株式会社志乃崎,205876101,R06/03/01,R06/03/01,※飲食店営業,一般食堂,,R12/02/28,,,,
ホテル　ラグナ,524-0102,守山市水保町２８９１－３０,株式会社クリーンシィカー,205893101,R05/11/01,R05/11/01,※飲食店営業,簡易な営業,,R11/10/31,簡易な営業に限る,,,
シノブフーズ株式会社　京滋工場,520-3017,栗東市六地蔵１１６３,シノブフーズ株式会社,205976126,R05/11/01,R05/11/01,※複合型そうざい製造業,菓子製造（複合型そうざい製造業）,,R12/10/31,,,,
ぶっちゃあず,524-0022,守山市守山六丁目１０－６６　リカーフォレスト１０２,,205994101,R05/11/01,R05/11/01,※飲食店営業,一般食堂,,R11/10/31,,,,
めん処　たにむら,525-0047,草津市追分七丁目１－２１,,205999101,R06/03/01,R06/03/01,※飲食店営業,一般食堂,,R12/02/28,,,,
総合食品エスイー株式会社,520-2362,野洲市市三宅２６７２,総合食品エスイー株式会社,206011103,R06/07/01,R06/07/01,※食肉販売業,獣肉販売,鳥肉販売,R13/06/30,とさつ・解体をしないこと,,,
居酒屋　鉾,520-3045,栗東市高野２９５－１１,,206041101,R05/11/01,R05/11/01,※飲食店営業,一般食堂,,R11/10/31,,,,
カフェデセール　タラッタ,524-0053,守山市横江町１６９－７,,206046101,R05/11/01,R05/11/01,※飲食店営業,一般食堂,,R11/10/31,,,,
カラオケ　ぽえむ,525-0005,草津市志那中町５０－２,,206059101,R06/03/01,R06/03/01,※飲食店営業,簡易な営業,,R12/02/28,簡易な営業に限る,,,
見聞録　草津店,525-0032,草津市大路一丁目１－１　エルティー９３２Ｂ１,株式会社ゼスト,206101101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,,R13/02/28,,,,
スナック　メモワール,524-0022,守山市守山六丁目８－１３,,206121101,R05/11/01,R05/11/01,※飲食店営業,簡易な営業,,R11/10/31,簡易な営業に限る,,,
エスポワール,520-2423,野洲市西河原１０９９－１３,,206144101,R06/07/01,R06/07/01,※飲食店営業,一般食堂,,R12/06/30,,,,
ホテル　パームス,524-0102,守山市水保町２８９１－９,有限会社パームス,206160101,R03/11/01,R03/11/01,※飲食店営業,旅館・ホテル,,R10/10/31,,,,
ホテル　ファインⅡ,524-0102,守山市水保町２８９１－７,株式会社クローバー開発,206182101,R05/11/01,R05/11/01,※飲食店営業,旅館・ホテル,,R11/10/31,,,,
