許可番号,法人・団体名,施設名,業種,許可申請年月日,許可開始年月日,許可満了年月日,条件
117338-11,株式会社クスリのアオキ,クスリのアオキ大津堅田店,菓子製造業,2025/10/21,2025/11/10,2033/10/31,申請のあった取扱品目の製造に限る。
117339-01,三彩食品有限会社,炊匠庵,飲食店営業,2025/10/22,2025/10/28,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117340-01,,武内珈琲焙煎所,飲食店営業,2025/10/22,2025/11/18,2032/10/31,
117341-01,有限会社坊’Ｓ,天串　石山駅前店,飲食店営業,2025/10/23,2025/11/05,2032/06/30,
117342-01,,柏木竹林農園,飲食店営業,2025/10/23,2025/10/29,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117343-01,,花鳥風月,飲食店営業,2025/10/24,2025/11/05,2032/06/30,
117345-01,,ラーメンつぐみ,飲食店営業,2025/10/28,2025/11/11,2032/02/29,
117345-24,,ラーメンつぐみ,麺類製造業,2025/10/28,2025/11/11,2032/02/29,申請のあった取扱品目の製造に限る。
117346-01,,カジュアル　スナック　ゆみ,飲食店営業,2025/10/28,2025/11/10,2032/02/29,
117353-01,,ｃｕｒｉａ,飲食店営業,2025/10/31,2025/11/10,2032/06/30,
117354-01,,中華そバ。,飲食店営業,2025/10/31,2025/11/10,2032/02/29,
117356-01,,百串,飲食店営業,2025/10/31,2025/11/07,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117357-01,,焼肉　甫　ＨＡＪＩＭＥ,飲食店営業,2025/11/04,2025/11/17,2032/02/29,
117358-01,株式会社岩井商会,唐橋サイクルステーション１０１,飲食店営業,2025/11/05,2025/11/13,2032/06/30,
117361-01,,ホリスターフーズ（滋賀８０２せ・・・３）,飲食店営業,2025/11/06,2025/11/12,2031/02/28,自動車による営業に限る。給水・廃水タンクの容量は約２００Ｌ以上とする。
117362-01,,炭火を囲む焼肉　わえん,飲食店営業,2025/11/06,2025/11/18,2032/10/31,
117364-01,,ＦＵ,飲食店営業,2025/11/11,2025/12/08,2032/02/29,
117364-11,,ＦＵ,菓子製造業,2025/12/16,2025/12/23,2032/02/29,申請のあった取扱品目の製造に限る。
117365-01,生活クラブ生活協同組合,生活クラブブース,飲食店営業,2025/11/12,2025/11/18,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117366-01,合同会社スタジオつくし,ＮＵＲＩＢＡ,飲食店営業,2025/11/12,2025/11/25,2032/02/29,
117370-01,一冨士フードサービス株式会社,４９８３２事業所,飲食店営業,2025/11/13,2025/12/16,2033/10/31,
117371-01,,Ｔｒａｔｔｏｒｉａ　ＭＩＲＡＣＯＬＯ,飲食店営業,2025/11/13,2025/11/19,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117372-02,ＩＪＯＯＺ株式会社,自販　ＩＪＯＯＺ株式会社　大津ＳＡ下り,調理の機能を有する自動販売機により食品を調理し、調理された食品を販売する営業,2025/11/14,2025/12/22,2031/02/28,自動販売機による営業に限る。設置台数は１台に限る。
117374-01,株式会社Ｒｅ　ｂｏｒｎ,味の名門　大将軍　瀬田店,飲食店営業,2025/11/17,2025/12/01,2032/06/30,
117376-01,,施設名非表示（個人名のため）,飲食店営業,2025/11/25,2026/01/15,2032/10/31,
117377-01,,ＳＵＮＮＹ　ＫＩＴＣＨＥＮ　太陽キッチン（京都８３０ぬ・１６８）,飲食店営業,2025/11/26,2025/12/02,2031/02/28,自動車による営業に限る。給水・廃水タンクの容量は約２００Ｌ以上とする。
117378-01,,スィーツキッチン（なにわ４８０ぬ７１９２）,飲食店営業,2025/11/26,2025/12/02,2031/02/28,自動車による営業に限る。申請のあった取扱品目に限る。給水・廃水タンクの容量は約８０Ｌ以上とする。
117379-01,,咲屋,飲食店営業,2025/11/27,2025/12/03,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117380-01,,井上商店,飲食店営業,2025/11/27,2025/12/03,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117381-01,,９９９　－スリーナイン－（奈良８３０ね・９９９）,飲食店営業,2025/11/27,2025/12/03,2031/02/28,自動車による営業に限る。申請のあった取扱品目に限る。給水・廃水タンクの容量は約８０Ｌ以上とする。
117382-01,,麻婆豆腐専門店　ｃｏｌｏｒｓ,飲食店営業,2025/11/27,2025/12/05,2032/02/29,
117387-01,株式会社ｃ　ｌｉｇｈｔ,ｃ　ｌｉｇｈｔ,飲食店営業,2025/12/02,2025/12/09,2032/10/31,
117388-01,,和彩　万歳　くわの,飲食店営業,2025/12/04,2025/12/16,2032/10/31,
117390-01,,カフェ　みほ’Ｓ,飲食店営業,2025/12/05,2025/12/25,2032/10/31,
117392-01,,イタリアンバル　Ｎｉｃｏ,飲食店営業,2025/12/05,2025/12/22,2032/06/30,
117393-01,,ＢＬＵＥ×２,飲食店営業,2025/12/08,2025/12/23,2032/10/31,
117394-01,,Ｙ・Ｓキッチン（京都５８２さ７７４１）,飲食店営業,2025/12/08,2025/12/12,2031/02/28,自動車による営業に限る。申請のあった取扱品目に限る。給水・廃水タンクの容量は約４０Ｌ以上とする。
117395-01,,ＳＵＭＩＢＩ　ＢＡＳＥ　廣,飲食店営業,2025/12/08,2025/12/26,2032/10/31,
117396-01,,ＤＥＤＥ,飲食店営業,2025/12/09,2025/12/22,2032/06/30,
117397-01,社会福祉法人嘉舟会,社会福祉法人　嘉舟会（和泉８３０そ・１２８）,飲食店営業,2025/12/09,2025/12/15,2032/02/29,自動車による営業に限る。給水・廃水タンクの容量は約２００Ｌ以上とする。
117398-01,,藤本商店,飲食店営業,2025/12/09,2025/12/15,2031/02/28,巡回移動営業に限る。申請のあった営業場所に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117399-01,株式会社スリーエスシステム,スリーエス,飲食店営業,2025/12/10,2025/12/16,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117400-01,株式会社ＥＡＳＵ,食堂カヤノナギ,飲食店営業,2025/12/10,2026/01/13,2032/06/30,
117401-01,株式会社スワロウ,たこ焼き　近江,飲食店営業,2025/12/12,2025/12/25,2032/02/29,
117402-01,株式会社Ｏｎｅ　Ｒｏｐｅ,ふじた屋（大阪８００ち１２１３）,飲食店営業,2025/12/15,2025/12/19,2031/02/28,自動車による営業に限る。給水・廃水タンクの容量は約２００Ｌ以上とする。
117403-01,クックメディカルフーズ株式会社,ナーシングホーム　アルク大津雄琴,飲食店営業,2025/12/17,2025/12/25,2033/10/31,
117404-01,株式会社ｎａｄｅｓｈｉｃｏ,やきとり鶏丸　石山店,飲食店営業,2025/12/23,2026/01/22,2032/06/30,
117405-01,,焼肉　夕鶴（滋賀４８４ふ・・３１）,飲食店営業,2025/12/23,2026/01/05,2031/02/28,自動車による営業に限る。申請のあった取扱品目に限る。給水・廃水タンクの容量は約８０Ｌ以上とする。
117406-01,,Ｃａｆｅ　Ｎｅｉｇｈｂｏｒｈｏｏｄ,飲食店営業,2025/12/23,2026/01/22,2032/02/29,
117408-01,有限会社京菓子司大黒屋,和菓子とフルーツ飴の店　大黒屋,飲食店営業,2025/12/25,2026/01/07,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117410-01,,肉居酒屋　焼金たろう,飲食店営業,2026/01/07,2026/01/21,2032/10/31,
117411-01,,Ｒ’ｓ　ｂａｒ,飲食店営業,2026/01/07,2026/01/20,2032/02/29,
117412-01,名阪食品株式会社,なぎさ保育園,飲食店営業,2026/01/09,2026/02/06,2034/02/28,
117413-01,株式会社ａｔ,ａｔ鮪　２号車（和泉４８７き・・・２）,飲食店営業,2026/01/13,2026/01/15,2031/02/28,自動車による営業に限る。給水・廃水タンクの容量は約２００Ｌ以上とする。
117415-01,株式会社丸富,肉の丸富　堅田店,飲食店営業,2026/01/13,2026/01/21,2033/10/31,
117415-03,株式会社丸富,肉の丸富　堅田店,食肉販売業,2026/01/13,2026/01/21,2033/10/31,とさつ・解体は行わないこと。
117419-01,株式会社平和堂,株式会社平和堂　フレンドマート唐崎店　臨時寿司,飲食店営業,2026/01/14,2026/02/02,2032/02/29,
117420-01,株式会社ＡＬＣ,マクドナルド石山駅前店,飲食店営業,2026/01/14,2026/01/22,2032/06/30,
117421-01,株式会社ＡＬＣ,マクドナルド大津玉野浦店,飲食店営業,2026/01/14,2026/01/23,2032/06/30,
117422-04,株式会社奥田商店,業務スーパー堅田店　鮮魚,魚介類販売業,2026/01/14,2026/01/21,2033/10/31,
117423-25,株式会社奥田商店,業務スーパー堅田店　そうざい,そうざい製造業,2026/01/14,2026/01/21,2033/10/31,申請のあった取扱品目の製造に限る。
117424-01,株式会社平和堂,株式会社平和堂フレンドマート今堅田店　社員食堂（臨時作業場）,飲食店営業,2026/01/15,2026/01/30,2032/10/31,
117425-02,株式会社アペックス西日本,自販０３　有限会社山科ゴルフガーデン　１Ｆロビー,調理の機能を有する自動販売機により食品を調理し、調理された食品を販売する営業,2026/01/15,2026/01/26,2031/02/28,自動販売機による営業に限る。設置台数は１台に限る。
117426-02,株式会社アペックス西日本,自販０３　日本精工株式会社　大津工場　７号休憩所,調理の機能を有する自動販売機により食品を調理し、調理された食品を販売する営業,2026/01/15,2026/01/26,2031/02/28,自動販売機による営業に限る。設置台数は１台に限る。
117429-01,,Ｔｒａｐ　ＣＡＦＥ,飲食店営業,2026/01/21,2026/02/09,2032/10/31,
117430-01,,クラフト大津　海苔がつを,飲食店営業,2026/01/21,2026/01/30,2032/02/29,
117431-01,,ナニワボウル,飲食店営業,2026/01/21,2026/01/27,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
117436-01,西日本高速道路リテール株式会社,草津仕込センター,飲食店営業,2026/01/21,2026/01/27,2032/06/30,
117437-02,ナショナル・ベンディング株式会社,自販０６　三陽建材株式会社　晴嵐事業所　６０３５６,調理の機能を有する自動販売機により食品を調理し、調理された食品を販売する営業,2026/01/22,2026/02/12,2031/02/28,自動販売機による営業に限る。設置台数は１台に限る。
117439-11,株式会社バロー,バロー真野店（八百屋の生フルーツデザート）,菓子製造業,2026/01/26,2026/02/26,2033/10/31,申請のあった取扱品目の製造に限る。
117440-01,ＴＯＨ株式会社,ＤＥＬＩｃｉｏｕｓ,飲食店営業,2026/01/26,2026/02/09,2032/02/29,
117440-25,ＴＯＨ株式会社,ＤＥＬＩｃｉｏｕｓ,そうざい製造業,2026/01/26,2026/02/09,2032/02/29,申請のあった取扱品目の製造に限る。
117446-01,,Ｂ－Ｒｏｏｍ,飲食店営業,2026/01/27,2026/02/02,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。
117448-01,,ファミリーマート　大津大将軍,飲食店営業,2026/01/29,2026/02/24,2033/06/30,
117449-02,株式会社アペックス西日本,自販０３　大津ロングゴルフ　１階自販機コーナー,調理の機能を有する自動販売機により食品を調理し、調理された食品を販売する営業,2026/01/30,2026/02/06,2031/02/28,自動販売機による営業に限る。設置台数は１台に限る。
117450-02,株式会社アペックス西日本,自販０３　大津ロングゴルフ　２階自販機コーナー,調理の機能を有する自動販売機により食品を調理し、調理された食品を販売する営業,2026/01/30,2026/02/06,2031/02/28,自動販売機による営業に限る。設置台数は１台に限る。
117451-01,,焼肉　ＢＵＳＡＮ　ＯＩＳＯ（奈良８００す８３８３）,飲食店営業,2026/02/02,2026/02/06,2031/02/28,自動車による営業に限る。給水・廃水タンクの容量は約２００Ｌ以上とする。
117452-01,,天ぷら割烹　くにもと,飲食店営業,2026/01/30,2026/02/19,2032/02/29,
117453-01,,ＬＩＮＫ　ＯＮＥ（京都８００そ５３０８）,飲食店営業,2026/02/03,2026/02/09,2031/02/28,自動車による営業に限る。給水・廃水タンクの容量は約２００Ｌ以上とする。
117454-01,株式会社タナカヤ,ＥＮＩＮＡＲＵ　ＬＡＫＥ　ＶＩＥＷ　ＶＩＬＬＡ,飲食店営業,2026/02/04,2026/02/18,2032/10/31,
117456-01,花見富永株式会社,キッチン三治郎（京都８０５り・・・８）,飲食店営業,2026/02/04,2026/02/10,2031/02/28,自動車による営業に限る。申請のあった取扱品目に限る。給水・廃水タンクの容量は約８０Ｌ以上とする。
117460-01,,麺屋スリル,飲食店営業,2026/02/09,2026/03/06,2032/10/31,
117461-01,,ウツミファームボックス,飲食店営業,2026/02/09,2026/02/16,2031/02/28,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。
117462-01,株式会社大輪,株式会社　大輪,飲食店営業,2026/02/10,2026/02/24,2032/02/29,
117463-25,,ゆもらキンパ,そうざい製造業,2026/02/10,2026/02/20,2032/02/29,申請のあった取扱品目の製造に限る。
117464-01,,ビストロ　キッチン　イケ（滋賀８００す９２２７）,飲食店営業,2026/02/10,2026/02/17,2031/02/28,自動車による営業に限る。申請のあった取扱品目に限る。給水・廃水タンクの容量は約８０Ｌ以上とする。
117465-01,,カラオケ喫茶　夢うさぎ,飲食店営業,2026/02/10,2026/02/27,2032/02/29,
117466-01,,中華そば　かめむち,飲食店営業,2026/02/10,2026/07/07,2033/02/28,
117467-01,一般社団法人ひつじの居場所・羊羊,パレード（滋賀８００す８９２７）,飲食店営業,2026/02/12,2026/02/18,2031/02/28,自動車による営業に限る。給水・廃水タンクの容量は約２００Ｌ以上とする。
117468-01,株式会社都給食,日伸工業株式会社,飲食店営業,2026/02/12,2026/02/27,2033/06/30,
117469-01,株式会社不二家商事,ファミリーマートびわこ成蹊スポーツ大学／Ｓ店,飲食店営業,2026/02/13,2026/02/26,2033/10/31,
117470-01,,９,飲食店営業,2026/02/16,2026/03/06,2032/06/30,
117471-01,株式会社五福堂,ＨＯＴ　ＤＯＧ　ＢＡＳＥ（京都８０２は５５５５）,飲食店営業,2026/02/16,2026/02/20,2031/02/28,自動車による営業に限る。申請のあった取扱品目に限る。給水・廃水タンクの容量は約８０Ｌ以上とする。
117473-01,,ＨＯＰＰＥ,飲食店営業,2026/02/16,2026/03/04,2033/02/28,
117474-01,,ＰＯＰ（滋賀８００す９３３８）,飲食店営業,2026/02/17,2026/02/24,2031/02/28,自動車による営業に限る。給水・廃水タンクの容量は約２００Ｌ以上とする。
117475-01,ＢＲＥＡＤＥＲ株式会社,ＢＲＥＡＤＥＲ,飲食店営業,2026/02/17,2026/03/12,2032/10/31,
117476-01,,Ｔｅｒａ　Ｃｉｎｑｕｅｃｅｎｔｏ（京都８００そ３４００）,飲食店営業,2026/02/18,2026/02/25,2031/02/28,自動車による営業に限る。申請のあった取扱品目に限る。給水・廃水タンクの容量は約８０Ｌ以上とする。
117479-01,,いちの家,飲食店営業,2026/02/19,2026/03/05,2032/06/30,
117481-01,,だしたまちゃん,飲食店営業,2026/02/24,2026/03/02,2032/02/29,巡回移動営業に限る。申請のあった取扱品目に限る。加熱調理食品の提供に限る。簡易な調理に限る。
